ID,eigen
314,9.34524083443891e-06
324,0
326,0
332,0
335,0.000199994238558002
336,0
338,0
342,0
344,0
345,0
346,0
347,0
349,0
351,0
353,0
354,0.00716033936960501
358,0.000315597954998552
359,0
363,0.0717332884446807
364,0
368,1.01145808820077e-05
369,0
372,0.0212429235334838
373,0
375,0
376,0
377,0.0212021646332301
380,0.0309322963337837
385,0
386,8.95246423602641e-05
388,0
391,0
392,0.010736048774174
397,0.000703842484480182
401,0
405,0
406,4.53975203478279e-05
409,0.0182408923601974
411,2.80509627580123e-06
413,6.41673786572956e-05
414,7.61096392501852e-05
416,0
417,0.00109151503281816
418,0
419,0.015817784918375
420,0
421,0
423,0
425,0
427,0
429,0
430,4.24951669547798e-05
434,0.00122564941796786
439,0
440,0
444,0
446,0
448,0.466452355107881
449,0
450,0
453,0
454,0
455,4.72069267191313e-07
456,0
458,0
459,0
464,0.0712002085982896
467,0
468,0.0131077630967768
469,0
470,0
472,0
474,0
478,0.00735780645844561
479,0
481,1.87154771194044e-06
482,0
490,0.0218977961084939
492,0
495,3.93959933567845e-05
496,0.000145206251059881
497,0
498,0
500,0
501,8.97846280506707e-05
504,0.00319673108320546
505,0
509,0
510,0.000223282492709221
513,0.000888364668961427
514,0
515,0.00122710646611881
519,0.000149215345779013
527,0
528,0
529,0
530,0.112511984078043
532,8.64242255504144e-05
533,0.0203951134165676
534,0.00684520505442487
535,9.20244540651849e-05
538,0
541,0
544,0
551,0.0434675247842843
553,0
554,0.000621132408553319
555,0
557,0.0426771581279008
559,5.24774214839437e-06
561,0.00166873998510281
563,0.000975547139032279
565,0.000595979801559991
566,0.0168250215332523
569,0
571,2.55429791864861e-06
572,0.10318742727978
573,0
575,0.00132173943129276
576,0
582,0.0100235859772148
583,0
587,0
590,4.94719963038547e-05
592,0
594,0
596,0.00837688626267255
597,0.00213506055449258
599,0
600,0.000998222979194275
601,0.0690587054622801
603,6.21173163741101e-06
604,0
609,0.0249537349087207
612,0.0301511870030214
614,0
616,0
617,0.0155674990916338
618,0.0100753456714909
619,0.0377801260549098
620,1.02027121636699e-06
621,0
624,0
625,0
627,0
629,0
631,0.0587552589812159
632,0
635,0
636,0.00224735645454534
637,0
641,0.0010889686899336
642,0.000134850356628782
644,4.22449455740319e-05
646,0.000927302791231981
647,0
648,0
650,0
656,0
658,0
660,0.00212632415445515
664,0
666,0.00718559095428299
668,0.000143595860013951
670,0
671,0
673,2.75113922447437e-07
674,0
677,0
683,0
686,0
688,0
690,0
691,0
697,0
698,0
699,0.0139404541961668
700,0
701,0.00112195341635973
702,0
704,0
705,0
706,0
708,0
712,0.022802598907517
715,0
718,0
723,0.00419354803037135
724,0.122025491071741
725,0
726,0
727,0
729,0
730,0
731,0.0378293475567791
734,0
735,0.000329873804949544
736,0.000591362391366944
737,0.000179366182558851
741,0.000673819249768655
746,0
752,0.000641229871260966
753,0
756,0
757,0
758,2.82100002365678e-05
761,0
762,0
765,0
769,0
770,0.00100930010040759
771,0.00886031172374963
776,0
782,0
784,0
786,0.00288268566994176
788,0.000520035730303719
790,0
791,0
797,0
798,2.82298093463472e-06
799,0.00772741919627193
802,0
804,0
806,0.0211185785340114
808,2.4735998151927e-05
814,0
817,0.00974935211231088
818,1
819,0.0152695328647653
820,0
821,0
824,0.0194494713012625
825,0
826,0
827,0
828,0
830,0.000105165112080083
831,3.51234419835212e-07
832,0
833,7.24654414452757e-05
834,0
835,0
836,0.00120308323941717
838,0.00685875414103858
841,0
845,0
847,0
851,0
853,0.044062930575794
854,0
856,0
857,0
858,2.12705349776829e-06
861,0
863,0
864,0
866,0.0505356567809349
868,2.35094994575464e-05
869,0
871,0
872,0.0122660298898236
873,0
874,0.00352104462140612
875,0
878,0.00081905005146241
880,0.0155186247971771
881,0
884,0.0539580034885144
885,0.00114797842072698
886,3.20322708937597e-07
887,9.47376367538358e-07
888,0.0022506761186456
889,0.000111632476134821
890,0
891,5.45211250407645e-06
893,0
894,0.00105238692199383
896,0
897,0
901,0
902,0.001410817437325
903,0.000491261788433826
908,0
909,0
914,0
915,0.0118017946569707
916,0
917,0
918,0
919,0
920,0.21574257616154
922,0.0636040293834308
923,0
924,0
926,0
927,8.31897598375274e-05
931,0
933,9.17460562034862e-05
934,0
937,0.000387963959171617
939,1.34101452016379e-06
942,0.0442569204466353
945,0
947,0
950,9.46402789650842e-05
954,0.00638999493688512
956,2.30465128638246e-05
958,0
961,0
963,0.000611751098686389
964,0.0498926895432571
965,0
966,0
968,0
970,0
971,6.0221400349504e-07
976,0
979,0
988,0.00896724268600597
992,0.14947842887122
993,0.000166377788239048
994,9.25462574565845e-08
995,0
996,3.3750351559947e-07
998,0
999,0.0224768675952821
1000,0
1002,0
1003,0
1004,0.00122081773160539
1005,0
1006,0
1008,0.00944667094769668
1009,0.000188959982716854
1014,0
1016,0
1018,0
1019,0
1020,0
1023,0
1025,0
1026,6.98410751453103e-06
1027,0
1028,0.165645877934158
1029,0
1030,0
1038,0.00179254280810524
1043,0.000537904568490805
1046,0
1047,0.0162241771536173
1048,0
1049,0.0551952509552078
1052,7.9176337192794e-06
1053,0
1054,0
1056,0.000755888089165387
1058,0.000172193285241283
1060,0
1063,0
1065,0
1066,8.21492951714204e-05
1067,0.230013350649704
1069,0
1070,0
1071,0.00185892068999547
1073,0.000416543996048309
1076,0.00539930634243287
1078,0
1080,0
1081,0
1084,0
1087,0
1088,0
1089,0
1094,0
1095,0
1096,0
1097,0
1098,0.0646779727277263
1099,0.157157929096771
1102,6.47927281954715e-10
1104,0.000262544157416822
1106,0
1107,0.0904700698349246
1108,0.000236574853047489
1109,0.0842882891082162
1110,0.000480952223782846
1111,0
1112,0
1113,8.47261111130321e-05
1114,0
1115,0
1116,2.84257280656381e-09
1117,0
1122,0
1125,0.00131715852247866
1126,0
1128,0
1129,0
1132,0
1133,0
1136,0
1137,0
1138,0
1141,0.00950538359897483
1145,0.00998923205184341
1148,0
1150,0
1153,0.00273501608860523
1154,0
1157,2.53399058493433e-05
1159,0
1161,0.0895236304320806
1164,0
1165,2.5963678891724e-05
1167,0
1170,0.00395612990553418
1175,0.000306535409494979
1176,0
1177,0
1178,0.00299165569542734
1180,0
1181,4.05652975445055e-05
1182,0.0100989658020818
1183,0.00890664926551197
1184,0
1185,9.79930606501459e-06
1187,0.092158469324004
1188,0
1190,0
1193,0
1198,0
1199,0
1200,0.00651344549180616
1201,0.000234682649356454
1207,0
1208,0
1209,0
1210,1.97760730572017e-06
1211,0
1212,0
1213,1.53092108977767e-05
1218,0
1220,4.86840570439667e-05
1221,0
1229,0.24091425109221
1230,0
1232,0.00085790476549861
1233,0.00182952468231815
1234,0
1236,0
1237,0.00291972618765608
1238,0.117041606023941
1239,0
1240,0.0697959781646684
1242,0.00728815913163993
1246,0
1247,0
1248,0
1250,0
1251,0.00218532029635335
1253,0
1254,0
1255,0.00241822193211002
1256,0
1258,0.00215144509031197
1261,0
1262,0.000177933210951931
1263,9.47376367538581e-07
1265,0.000914641815542377
1267,0.000172337690622004
1268,0.00428278517186856
1269,1.54691973430791e-08
1270,0
1271,0
1278,1.97827332912527e-08
1280,3.68099594132288e-10
1282,0
1291,0.249190474937258
1292,0
1294,0.000140289255599499
1295,0
1296,0.00589212533818013
1297,0.00477926156224145
1298,0
1299,0
1300,0.00134296040959607
1302,6.90888812379719e-09
1305,0.0334931814298684
1309,0
1312,0
1313,0
1321,0.0139901453321751
1324,0.00319818533971512
1325,0
1326,5.77225123556815e-05
1327,0
1329,0.00508186510839731
1330,2.91321877105393e-05
1333,0.00606756458148472
1334,0
1337,8.47816627285104e-06
1338,0
1340,0
1341,0
1342,0
1344,0
1347,0.00953283791523157
1349,0
1351,0.000728959450385704
1354,0
1358,0.000950329683992071
1364,0
1365,0
1367,0
1369,0.0373475757020786
1373,0
1381,0.0103511456581941
1387,0
1391,0.00101410261536774
1394,0
1396,0.00434038722759396
1401,0.000643031926787587
1403,0
1404,0.000761008849143623
1405,0.001374944912547
1406,0
1407,0
1408,1.9170973368725e-06
1409,0
1411,0
1413,0
1414,0
1415,0
1423,0.0213942085460793
1424,0
1426,0
1429,0
1430,0
1432,0.00217949420840693
1433,0
1441,0.00372611630527695
1442,0.030655157094314
1445,0
1447,0
1451,0
1452,0
1454,0
1457,0.00182621048780629
1461,0.000127196925630159
1463,0.000423888975446139
1468,0.0029890393416509
1470,0.00126289848423707
1474,0.0137892205640425
1478,0
1479,0.00775014770394435
1480,0.0434899509128651
1481,0.000465033630914624
1482,0
1485,0.000360059729554561
1488,0
1490,0
1494,0
1495,0.0101093370106017
1497,0
1499,0
1500,7.15377254642634e-05
1504,0
1506,0
1509,0.0460203445300848
1515,0
1517,0
1519,0
1522,0
1524,0.000186153994328583
1527,0.00966465326507317
1529,0.00227498313874796
1531,0.00373711850375953
1532,0.0461218293518248
1534,0
1536,7.05713780647231e-06
1537,0.0377079046512364
1538,0.000911619467088058
1539,0
1541,0
1542,5.19458285037363e-06
1553,0.000225273107377526
1557,6.19270397062791e-06
1561,1.92115483398063e-05
1564,0
1566,0
1570,0
1572,2.22366950442323e-06
1573,0
1574,0
1575,0
1580,0
1582,0.0027182676187096
1586,0
1588,0
1590,0
1594,0
1597,0
1598,0.00512825303311978
1599,0.000656113378029664
1602,0
1605,0
1607,0.0154937702005143
1609,0
1611,0.00804945751437032
1613,0
1614,0
1615,0.000705907743185922
1616,0.00647284326480482
1617,0
1620,0
1621,0.0382424249989325
1623,0
1627,0
1629,0
1630,0.000424480378064538
1634,6.45222442087292e-05
1636,1.69658824904458e-07
1638,0
1640,0
1642,0
1645,0
1647,1.22944948867121e-05
1648,0
1650,0
1651,0
1652,0
1655,0
1656,3.3638275892359e-07
1658,0
1661,0.0127813405761387
1663,0
1664,0.00049066945873799
1667,0
1668,0.000492964445242289
1671,0
1672,0.154174131818551
1676,0.0031535245242861
1678,0
1679,0
1684,0
1685,0
1686,0
1690,8.50617636785701e-05
1691,1.66344999438418e-05
1692,0.000117801890735452
1693,0
1694,0
1697,0.00218745903296833
1701,0
1703,0.0068008566040524
1705,0
1708,0.00391717281797578
1712,0
1713,0.0190600614111044
1717,0
1719,0
1720,0
1721,0
1722,0
1724,0.000153339916367368
1725,0
1726,0
1728,0.000142781619235637
1729,0.0297346472324265
1731,0.385584306816585
1732,0.000326541483410799
1737,0.00145977981714131
1742,0
1743,0
1744,0.0102768559844119
1748,1.06546349717444e-06
1755,0.00183477943342563
1756,5.56678565315152e-06
1758,0.000137067728927074
1759,0
1764,0.000215539534239097
1765,0.00116395293446648
1768,0.000377394474712523
1769,0
1770,2.86101669303433e-05
1777,0.000201157283800556
1781,0.00812064964179597
1783,0
1784,0.000174549975841668
1791,0
1794,0
1796,0.00162479554404212
1800,0
1801,0
1804,0
1807,0.0191789900341957
1812,0
1813,0.103713115972594
1816,0
1818,0
1819,0
1824,0.001369028701652
1826,0
1828,0.000266659686125596
1830,5.02896623036688e-05
1831,0
1836,0.00147400833496438
1839,0.0335248936922259
1840,0.00016578117062736
1845,0
1846,0
1852,0.0055546300700175
1853,0
1856,0.000309300414198042
1857,1.74788754002958e-05
1862,0
1863,0.00030539876120561
1865,0
1867,1.42634916588469e-06
1869,0.0467119864530794
1871,0
1873,0.0831829692005821
1877,4.72069267190114e-07
1880,0.00026182176436549
1881,0.00183121759210575
1884,0
1886,0
1889,0
1891,0.00395729204657218
1893,0
1894,0.132170709746047
1895,0.00521396569939459
1896,0
1899,0
1900,2.61275803578592e-07
1901,0.00583762989904598
1902,0.00557711398773964
1903,1.68630029397764e-08
1905,0.00042634152611312
1908,0
1910,5.36019665719773e-06
1911,0.000955252072429025
1913,0
1914,3.31801994837698e-10
1915,8.89916500250217e-05
1916,0
1919,0.000996134272956514
1923,0
1926,0
1934,0
1937,0
1940,1.67962698276017e-05
1942,0
1943,1.12737694185084e-06
1945,0
1949,0
1950,0
1951,0
1954,0.00152110260731479
1956,0.0214285261529163
1959,0
1960,0
1967,0
1968,0
1969,4.32466954991259e-05
1972,0.00743086681789447
1974,0.000137324524165481
1975,8.39988620768622e-05
1976,1.76115260139851e-05
1977,0
1978,0.000248113223383429
1980,0
1981,0.0122660298898236
1982,0.00185991818820952
1983,0.00763403138038281
1984,0
1985,0.00432776196581377
1986,0.000189190276554571
1987,0
1988,0
1991,0
1992,0.0350521233341255
1994,0
1995,4.35998896823843e-05
1998,0.0019841941623051
1999,0
2001,0
2004,0.797952105654967
2011,0
2012,0.0011647283152369
2016,0
2017,0
2018,0.000641562089285635
2019,0
2022,0
2023,0.000572458477854912
2025,0
2026,0.0466106234988562
2028,0
2029,0
2030,6.93979459484005e-09
2039,0
2040,0
2043,0
2046,0.0263509814086585
2051,0
2052,0.00344075239916591
2053,0
2055,0.00040302609757967
2056,0
2059,0
2061,0.00119448700013521
2063,0
2064,0.00125581137826294
2067,0.000493229995725737
2068,0.0025374721977849
2070,0.00576410602030145
2073,0
2074,0.0272567638569681
2075,0
2077,0.000833254346386186
2079,0.00139412146643539
2081,0
2083,0
2084,0
2085,0
2088,0.00621212201216346
2089,0
2090,0
2091,0.000120500908378621
2095,0
2098,0
2099,0
2100,0
2101,0
2103,0
2109,0
2110,0
2111,0.00956490970050912
2114,0
2116,0
2120,0
2121,0.000947813763934761
2122,0.00389559265566781
2124,0.000454568013072497
2125,0.00210639753507134
2126,0.0573165214588095
2128,0
2131,4.16386910240362e-05
2132,0.0139578646283145
2137,0.0109328154137861
2138,0
2139,2.64871255856136e-05
2140,6.23215359659877e-05
2141,0.0895313624677119
2142,2.44857912740113e-06
2145,5.80988968857337e-06
2147,0
2149,0.0160987626557782
2151,0.00138860678303074
2152,0
2154,0
2157,0
2162,0
2163,0.020633391359682
2166,0
2167,0.00039892874387349
2170,0
2172,0.0010830402469635
2174,0.0194025409172132
2176,0.00683303633474381
2177,0
2178,0
2179,6.17576928992445e-05
2180,0
2182,4.43936794632711e-05
2183,0.0122660298898236
2184,0.020247786295953
2189,0.000567193816720046
2190,0.00748897348341914
2192,0.00133574468619806
2195,0
2196,0
2200,0
2201,0
2202,0
2205,0
2207,0
2208,0.000467648552331978
2215,0
2217,0
2218,0
2219,0
2220,0.00108997169619896
2221,0
2232,0
2233,0.00632528460894771
2234,0.00426161116077567
2235,0.0207056154163701
2236,0.0463807232747018
2238,0
2240,0
2245,0
2246,0.00333549017158711
2249,0.00131154259955013
2251,0
2253,0.00015244112515768
2254,0
2255,0.000899393296349778
2256,0
2260,0.000285855005316994
2261,0
2262,0
2263,0.00919893615569141
2265,0
2267,4.10793592667775e-07
2268,0.00503835144413388
2272,2.53823664829612e-05
2274,0
2276,0.0185685249967726
2277,0.00977532179075242
2279,0.0106695430593767
2280,0
2281,0
2282,0
2284,0
2286,0
2288,0
2289,0.0191022042245562
2298,0
2300,0.00162434828581388
2301,0.0303802801854915
2302,0
2304,0
2305,0.00029805498098967
2306,0
2308,0
2310,0.00335706792911783
2312,0.00110209068508802
2313,1.10787653008399e-05
2315,0
2316,0
2319,0
2320,0
2322,0.000760601916602235
2323,0.0240237769033952
2327,0
2328,0
2331,0.00127660160454518
2333,0.134038101332442
2336,0
2343,0
2344,7.99919674854331e-06
2346,0
2350,0
2351,0
2352,2.83278169701437e-05
2356,0.00338444750157242
2357,1.14351540051448e-05
2358,9.07220010639191e-06
2359,0.00735780645844562
2360,0.000552086479190629
2361,0.0129442613012578
2362,0.000643017801683198
2363,0.00132623120574072
2364,0.00112276518321541
2365,0.000230739281582854
2366,0.00612225965806834
2367,0
2368,0
2371,0
2373,0
2374,0.0412253297127791
2378,0
2380,0
2383,2.27803712139864e-05
2384,0.000593129905248902
2385,0
2386,0.0462068769115337
2387,5.22804717061551e-05
2388,0
2390,0
2394,0.000136202581528377
2395,0.000649372494602677
2396,0
2397,0
2398,0.00214331391906177
2399,0.00125532551556652
2403,6.50608444865068e-06
2404,0
2405,0
2406,0.140329950441239
2409,0
2411,0
2413,0
2416,0.000269315385625614
2420,0
2421,0
2427,0.06715804101508
2429,0
2437,2.8836653616716e-06
2440,0
2441,0
2448,0
2449,0.0570700697023568
2450,0
2451,0
2452,0.0143715863008455
2453,0
2454,0.00530156137497519
2455,0
2456,0.00362039573141016
2457,0
2460,0
2461,0.000167778521906126
2462,0.000906842904044703
2463,0
2464,0.00220202522400816
2467,0
2468,0
2474,0.00714805644248622
2475,0
2476,0
2479,0
2481,0
2483,0.00232903452790961
2484,4.95828553123789e-05
2485,0.00153095683610038
2486,0.00102664256170712
2487,0
2491,0.00081646581601773
2492,0.00062937368756536
2493,0.00267251598580929
2494,0.000566240276927393
2495,0.0221719453186748
2496,0.000554935524982423
2500,0
2501,0
2502,8.80776434557753e-05
2504,0
2506,0.00335473142245201
2507,0
2510,0
2518,0
2520,0
2521,0
2523,0
2524,0
2526,2.67561060779966e-05
2528,1.67153626775098e-05
2530,0.000159718346258598
2531,1.70612150790377e-05
2537,0
2538,0
2539,0
2541,0
2543,0
2544,0.0438513768809624
2545,0.0031142286358933
2549,0.0127113789281397
2551,0
2554,0.00597315777002677
2555,0.170646379818578
2559,0.00216803280369859
2566,0
2568,0
2569,0
2570,0
2571,0.156175227486855
2572,0
2573,0.000657465317664178
2575,0.019637879532669
2576,0
2577,0
2578,0
2579,0
2580,0
2585,0
2587,0
2590,0.233424145821688
2595,0.120487178192215
2596,0
2600,0.00151193016877088
2601,0.0259984769096196
2604,8.11030125555529e-05
2607,0
2608,0.00132664585797303
2610,0.0020188667471121
2611,0.00179359457670081
2612,0.0573570691919346
2614,3.50201095652982e-05
2616,0
2617,7.55353865286714e-06
2622,0
2623,0
2624,0
2628,0.0363623800653552
2629,0.000628592237557304
2631,0.0291092372366185
2632,0
2634,0
2636,0
2638,0
2639,0.00268907466255527
2640,3.52520094547923e-09
2641,1.80487319726306e-05
2645,8.39807680691144e-05
2646,0
2647,0
2648,0
2649,0
2650,0.0108983456956018
2651,9.08454295458255e-05
2654,0.000260655061781885
2656,0
2662,1.08965090323048e-08
2663,0
2664,0.0375784539123603
2666,0.216569007774434
2668,0.0168530273985233
2670,0.00146128871588012
2671,0.00172662257303616
2673,0
2674,0
2675,0
2676,0
2681,0
2682,0
2685,0.000168999005604247
2687,0
2688,0.00869730215955538
2690,0
2692,0.111066883450146
2695,0
2696,0
2697,0
2699,0
2700,0
2701,0
2702,0
2703,0
2708,0.00059661961555427
2709,0.0169170939685148
2717,0
2720,0.00575912334896304
2723,0.0303356975444378
2724,6.36772195927139e-05
2731,1.50671773373319e-07
2732,0.00230243941567214
2733,2.35788853844412e-05
2734,0.00154181756292326
2735,0
2745,0.0279681794091866
2746,0
2747,0
2752,0.0581585020394128
2754,0
2758,0
2762,0
2764,0.00405455209582027
2767,0
2771,0
2773,0.000240194795513538
2782,0.000433866092403665
2783,0
2785,0
2786,0
2788,0
2796,0
2797,0
2800,0
2801,2.33460375917795e-05
2803,0
2804,0
2805,0.00238875085965881
2807,0.000648172467933178
2808,0.0127776400258398
2809,0.00197127070344578
2810,0
2811,0.00221182774668824
2813,2.73868362315364e-05
2816,0
2819,0
2823,0.000107182644037081
2826,0.0363890615134408
2831,0
2832,0
2834,0.000427543355293344
2840,8.68530282664471e-09
2842,0
2844,1.31687680103513e-06
2847,4.81709527510209e-05
2849,0.00342026332164744
2850,0
2853,0.00466607706708007
2854,0
2856,0
2861,0.000461275490353726
2862,0
2869,7.46165948590148e-05
2872,0
2874,0.00590596964149309
2875,0
2876,0
2878,0.000181775127688475
2879,0
2881,0
2884,0
2886,0.0043695236464904
2887,0
2888,0
2891,0
2892,0
2894,0
2895,0
2896,0.00601286207112671
2906,0
2924,5.47942417197529e-06
2926,0
2932,0.00638885909479304
2935,0
2937,0
2938,0
2939,0
2941,0
2942,0
2944,0
3279,0
3280,0
3281,0
3307,0
3324,0.00113813442369518
3337,0
3346,0
3349,0
3353,0
3355,0
3363,0.000316263375105272
3377,0
3378,0
3381,0
3383,0
3386,0
3388,0
3391,0.00390481580055375
3395,0
3403,0.00392954310708197
3420,0
3431,0
3452,0
3455,0
3469,0.00173385360121314
3470,0
3471,0.0411759404330255
3475,0.000494031792878112
3480,0.00586929202968269
3484,3.20889210061771e-07
3486,0.070312203391705
3491,4.22186130158412e-05
3493,0.0272784625619281
3504,0
3505,0.00405876091028184
3507,0
3519,0.0020393153270786
3520,0.000329477190258778
3527,2.60122061347526e-09
3539,0
3547,0
3548,0
3553,0
3559,0
3570,0
3572,0
3576,0.0308201443253598
3577,0.0542108249618023
3582,0
3586,3.64635171692161e-05
3596,0
3600,0
3604,0.00049712765759051
3605,6.06213033205893e-05
3609,0
3611,2.14587311854442e-08
3623,0.00649886241224878
3627,0
3642,0
3651,0
3660,0
3666,0
3676,0
3677,0
3680,0.00092874842980617
3684,5.09696813605216e-05
3687,0
3689,0
3693,4.96300826579519e-05
3702,0
3714,0.00963680750675711
3719,0
3724,0
3725,0
3726,0.000169825045446602
3731,0
3732,0
3745,0.136005508792578
3749,0
3761,0
3763,0.00335369430133452
3764,0
3768,0
3776,0
3792,0.0204625382818039
3798,0
3806,0.0485958339403408
3807,0
3812,0
3818,0
3820,0
3827,0.00953687374785521
3843,0
3845,6.21615436037354e-07
3847,0
3852,0
3870,0
3871,0.00345326385773617
3872,0
3880,0
3883,0
3888,1.95357870051897e-05
3893,0.00429262544798093
3896,0.00021049348536813
3899,0.00427827503155689
3904,0.0025340516306214
3930,0
3953,0
3954,0.000333397723937832
3968,0
3969,0
3972,0.173708078511487
3973,0
3984,0.018780006309723
3987,0
3994,0
3997,0
3998,0.000165294975134104
4000,7.34498478631748e-05
4005,0
4007,0.000441921682769822
4008,0
4012,0
4016,0.000377704153741429
4025,0
4033,0
4037,0
4061,0.078742109685542
4065,0
4066,8.16562749175422e-06
4071,0
4073,0
4083,0.000230226021902767
4087,0
4098,0
4110,0
4135,0
4140,0
4161,0.0159506892254203
4163,0
4166,0
4176,0
4209,0.000927345019206302
4214,0
4234,0
4241,0.00124595789717099
4242,0
4247,0.0492306808744571
4249,0
4266,0
4269,0.0224270239449071
4273,0
4277,5.13387746736946e-06
4282,0
4284,0.0216787701411244
4288,0.00143677381177627
4317,0
4320,0.00185113457287726
4326,0
4332,7.38425643667289e-05
4333,1.65433594770598e-05
4335,0.00047114876394942
4346,0.0600395909022333
4349,0
4351,0.000824260117700275
4352,2.75202124310129e-07
4370,0
4371,0
4373,0
4375,0
4377,0
4386,0
4389,0
4395,0
4401,0
4410,0
4421,0.00606756458148472
4424,0
4431,0
4432,0
4440,0.0187801297064549
4448,0
4478,0
4483,0
4486,0.00039930594082882
4489,0
4496,0
4500,0.000615975482595538
4503,0
4510,0.00222691222059549
4521,0
4524,0
4525,0
4528,0.000672889195220978
4540,0
4543,1.85544061966715e-05
4564,1.71952990719413e-06
4576,8.89916500250223e-05
4577,0.000115443691479551
4588,0
4589,0
4592,0
4595,0
4603,0.000654007639310889
4606,0
4610,0.0449548345277531
4611,0
4615,0
4632,0
4639,0.00894929147779254
4640,0
4658,0
4661,0
4675,0.000870810594792908
4684,0
4685,0
4686,0
4690,0
4700,0
4704,0
4722,0.135638542376335
4726,0.0556256588726068
4728,0.000979028597210531
4746,0
4752,0
4756,2.4859975142595e-05
4764,0
4786,0
4793,0
4802,0
4812,0.00744611572349673
4813,0
4814,8.62530477084434e-06
4823,0
4828,0.00304505959529636
4832,0
4847,0.167080470575614
4868,8.87528457542722e-05
4871,0.146969424528318
4874,0.00324794098307888
4880,2.7374865746338e-05
4891,0
4892,0
4899,0.000599333454290734
4916,5.03919862492877e-07
4930,0
4931,0.00039308586543964
4942,0
4943,0
4956,0
4960,0.000382272098593448
4971,0
4972,1.16364596830805e-05
4973,0.00162467769029098
4981,0
4984,0
4989,0
4992,0.000783481284252028
4996,0
5000,8.59560913508613e-07
5006,0
5009,0.000412653365328525
5016,0
5027,9.89622766238531e-06
5040,0
5070,0
5077,0
5091,0
5097,0.0134169187570516
5102,0
5110,0.0157165321902221
5115,1.97769188616139e-05
5117,0
5128,0.000539599098912102
5138,0.000295847953193908
5139,0.000577158502892292
5140,0
5142,0
5153,0.014819030757359
5161,0.02670345584078
5163,0
5168,0.0901345865536236
5172,0
5174,0
5182,0.0103916812476205
5186,0
5188,0.00979744373508604
5189,0.0601943046499317
5197,0
5202,0
5217,0.243477218154116
5218,0.000116752068476825
5221,0
5224,0
5230,0.00413226726808983
5243,0.00356395729151045
5251,0
5253,0
5271,0
5277,0.0409260933869803
5280,0
5299,0.150770882228084
5303,7.09587624837551e-07
5304,0
5310,0
5335,0
5337,0
5343,2.96056129740883e-05
5347,0.00212068335545032
5350,0.000128433306790753
5351,0
5352,0
5356,0
5366,0.00093185455679052
5372,2.47045461608347e-06
5378,0
5381,8.0907341304994e-06
5402,0.00859863794788516
5416,0
5419,0
5429,0.0497550333405853
5430,0
5433,0
5439,0
5467,0.000190971836957812
5468,0
5482,8.36125322897531e-05
5487,0
5489,2.22234930228396e-06
5506,0
5527,0
5533,0.00356400332087708
5539,0
5544,0
5547,0
5553,0.00100764339669521
5555,0.00141366438697161
5561,0
5563,0
5570,0
5574,0.444246405176356
5610,0
5617,0.000201057322621596
5618,8.26245683467042e-06
5642,0
5665,0.00383560274996928
5671,0
5681,0.000390931674558888
5691,0.00423786620814291
5696,0.000312933811006585
5701,0
5703,2.21674673988113e-05
5716,0.000138288967246603
5722,0
5740,0.000406685520727445
5749,0.00084813202081621
5757,0
5760,0
5764,0
5777,0
5779,0.000236219430638461
5821,0
5822,0
5825,0
5827,0
5829,0.00334170215951175
5832,0.0710828051579953
5845,0.000853553586127749
5858,0
5876,0
5877,0
